,product_id,product_name,aisle_id,department_id,organic,aisle,department,organic_produce
35,2047,Fudge Sticks Jumbo Peanut Butter Cookies,61,19,0,cookies cakes,snacks,0
36,2060,Alphabet Cookies  Cinnamon Graham,61,19,0,cookies cakes,snacks,0
37,2227,Family Recipe Oatmeal Chocolate Chip Cookies,61,19,0,cookies cakes,snacks,0
38,2282,"Macaroons, Dark Cacao",61,19,0,cookies cakes,snacks,0
39,2363,Brownie Chocolate Chip Mini Cake,61,19,0,cookies cakes,snacks,0
40,2368,Vegan Oatmeal Raisin Cookies,61,19,0,cookies cakes,snacks,0
41,2378,French Butter Cookies Coated in Dark Chocolate,61,19,0,cookies cakes,snacks,0
42,2409,Oreo Mini 20 Count Multipack 20oz,61,19,0,cookies cakes,snacks,0
43,2415,Sweet And Simple Sugar Cookies,61,19,0,cookies cakes,snacks,0
44,2491,Star Crunch,61,19,0,cookies cakes,snacks,0
45,2506,Fig Bars Multigrain,61,19,0,cookies cakes,snacks,0
46,2508,The Complete Cookie White Chocolate Macadamia,61,19,0,cookies cakes,snacks,0
47,2517,Vanilla Animal Cookies,61,19,0,cookies cakes,snacks,0
48,2631,Blueberry Figgies & Jammies,61,19,0,cookies cakes,snacks,0
49,2674,Chocolate Chip & Pecan Cookies,61,19,0,cookies cakes,snacks,0
50,2696,Gluten Free Chocolate Brownies,61,19,0,cookies cakes,snacks,0
51,2809,Vegan Oatmeal Chocolate Chip Cookies,61,19,0,cookies cakes,snacks,0
52,2843,Pumpkin Popem,61,19,0,cookies cakes,snacks,0
53,2868,Pure Butter Shortbread Highlanders,61,19,0,cookies cakes,snacks,0
54,2951,Chocolate Sea Salt Stars Shortbread Cookies,61,19,0,cookies cakes,snacks,0
55,2963,Lemon Shortbread Cookies,61,19,0,cookies cakes,snacks,0
56,2973,Lexington Milk Chocolate Toffee Almond Crispy Cookies,61,19,0,cookies cakes,snacks,0
57,2988,Special K Fudge Mini Brownies,61,19,0,cookies cakes,snacks,0
58,2992,Coco-Roons Vanilla Maple,61,19,0,cookies cakes,snacks,0
59,3061,Swiss Rolls,61,19,0,cookies cakes,snacks,0
60,3205,Original Pure Chocolate Whippet Cookies,61,19,0,cookies cakes,snacks,0
61,3260,Chips Ahoy!/Nutter Butter/Oreo Cookies,61,19,0,cookies cakes,snacks,0
62,3282,Chips Ahoy! Original Chocolate Chip Cookies,61,19,0,cookies cakes,snacks,0
63,3283,Peanut Butter Creme Cookies,61,19,0,cookies cakes,snacks,0
64,3291,Gluten Free Chocolate Chip Quinoa Cookies,61,19,0,cookies cakes,snacks,0
65,3365,Salted Caramel Sweet & Simple Cookies,61,19,0,cookies cakes,snacks,0
66,3417,Chocolate Creme Cookies,61,19,0,cookies cakes,snacks,0
67,3462,Animals Crackers Cookies,61,19,0,cookies cakes,snacks,0
68,3470,Newtons Triple Berry Fruit Chewy Cookies,61,19,0,cookies cakes,snacks,0
69,3606,Red Velvet Cream Cheese Flavor Cookies,61,19,0,cookies cakes,snacks,0
70,3684,Gluten Free Ancient Grain Aged Cheddar Crisps,61,19,0,cookies cakes,snacks,0
71,3714,Almond Thins Almond Butter Cookies,61,19,0,cookies cakes,snacks,0
72,3757,Large Gluten-Free Coconut Macaroons,61,19,0,cookies cakes,snacks,0
73,3769,Organic Mini Peanut Butter Crackers,61,19,1,cookies cakes,snacks,0
74,3837,Lemon Drop Cookie Bites,61,19,0,cookies cakes,snacks,0
75,3844,Snackimals Chocolate Chip Cookies,61,19,0,cookies cakes,snacks,0
76,4047,Milano,61,19,0,cookies cakes,snacks,0
77,4049,No Wheat Chocolate Chip Cookies,61,19,0,cookies cakes,snacks,0
78,4114,McVities Digestives The Original,61,19,0,cookies cakes,snacks,0
79,4116,Newman-O's Wheat Free Creme Filled Chocolate Cookies,61,19,0,cookies cakes,snacks,0
80,4191,Almond Cake,61,19,0,cookies cakes,snacks,0
81,4227,Newman-O's Chocolate Creme Filled Chocolate Cookies,61,19,0,cookies cakes,snacks,0
82,4265,Chocolate Covered Gluten Free Wafer Bites,61,19,0,cookies cakes,snacks,0
83,4383,Sugar Free Pecan Shortbread Cookies,61,19,0,cookies cakes,snacks,0
84,4430,"Macaroons, Coconut Vanilla",61,19,0,cookies cakes,snacks,0
85,4457,Double Chocolate Happiness Cookies,61,19,0,cookies cakes,snacks,0
86,4569,Mini Crunchy Chocolate Chip Cookies,61,19,0,cookies cakes,snacks,0
87,4570,Sugar Free Vanilla Wafers,61,19,0,cookies cakes,snacks,0
88,4580,Scooby-Doo! Cinnamon Sticks Graham Crackers,61,19,0,cookies cakes,snacks,0
89,4587,Double Chocolate Brownie Twin Packs - 6 CT,61,19,0,cookies cakes,snacks,0
90,4642,K-Toos Chocolate Sandwich Cream Cookies,61,19,0,cookies cakes,snacks,0
91,4663,Oatmeal Dark Chocolate Cookies,61,19,0,cookies cakes,snacks,0
92,4677,Soft Baked Peanut Butter,61,19,0,cookies cakes,snacks,0
93,4691,Creme Sandwich Cookies,61,19,0,cookies cakes,snacks,0
94,4694,Milano Minis Dark Chocolate Cookies,61,19,0,cookies cakes,snacks,0
95,4756,White Chocolate Macadamia Nut Cookies,61,19,0,cookies cakes,snacks,0
96,4770,Nantucket Mini Chocolate Chunk Cookies,61,19,0,cookies cakes,snacks,0
97,4866,Chocolate Covered Biscuit Sticks,61,19,0,cookies cakes,snacks,0
98,4891,Gluten Free Shortbread Cookies,61,19,0,cookies cakes,snacks,0
99,4902,Really Raspberry Danish,61,19,0,cookies cakes,snacks,0
100,4910,Glow in the Dark Sandwich Cookies 2 ct Multipack,61,19,0,cookies cakes,snacks,0
101,4970,"Little Bites Seasonal Favorites, Pumpkin Muffins",61,19,0,cookies cakes,snacks,0
102,5044,Chocolate Ganache Cupcake,61,19,0,cookies cakes,snacks,0
103,5106,Rocks N Rolls Orange Chocolate Chip French Munching Cookies,61,19,0,cookies cakes,snacks,0
104,5158,Classic Mix Cookies & Crackers,61,19,0,cookies cakes,snacks,0
105,5180,Newman-O's Creme Filled Chocolate Cookies,61,19,0,cookies cakes,snacks,0
106,5244,Devil's Food Cookie Cakes,61,19,0,cookies cakes,snacks,0
107,5312,Coconut Cookie Thins,61,19,0,cookies cakes,snacks,0
108,5389,Circus Animal Cookies,61,19,0,cookies cakes,snacks,0
109,5423,Zebra Cake Rolls,61,19,0,cookies cakes,snacks,0
110,5519,Cinnamon Bun Cookies,61,19,0,cookies cakes,snacks,0
111,5536,Sugar Free Sliced Lemon Creme Cake,61,19,0,cookies cakes,snacks,0
112,5853,Ho Hos Cakes,61,19,0,cookies cakes,snacks,0
113,6026,Dark Chocolate Chunk Cookies,61,19,0,cookies cakes,snacks,0
114,6028,Organic Matcha Cooking Grade,61,19,1,cookies cakes,snacks,0
115,6097,Plant Based Mango Cashew Lucuma Paleo Print Cookie,61,19,0,cookies cakes,snacks,0
116,6264,Lady Stella Cookies,61,19,0,cookies cakes,snacks,0
117,6273,Blissful Chocolatey Brownie Cookies,61,19,0,cookies cakes,snacks,0
118,6317,Vanilla Sandwich Creme Cookies,61,19,0,cookies cakes,snacks,0
119,6351,Shortbread & Caramel Dark Chocolate Squares,61,19,0,cookies cakes,snacks,0
120,6416,Little Bites Fudge Brownies,61,19,0,cookies cakes,snacks,0
121,6494,Chocolate Snakaroons,61,19,0,cookies cakes,snacks,0
122,6521,Organic Chocolate Layer Cake Sandwich Cookies,61,19,1,cookies cakes,snacks,0
123,6556,Organic Cookies Shortbread,61,19,1,cookies cakes,snacks,0
124,6643,Family Recipe Spelt Ginger Snap Cookies,61,19,0,cookies cakes,snacks,0
125,6681,11.3 Oz. Oreo Fudge Creme Double Chocolate,61,19,0,cookies cakes,snacks,0
126,6697,Lemon Creme Cake,61,19,0,cookies cakes,snacks,0
127,6701,Chips Ahoy! Brownie Filled Chocolate Chip Chewy Cookies,61,19,0,cookies cakes,snacks,0
128,6723,"Palmiers, Petite",61,19,0,cookies cakes,snacks,0
129,6810,Raspberry Goji Paleo Prints,61,19,0,cookies cakes,snacks,0
130,6907,Chips Ahoy! White Fudge Chunky Chocolate Chunk Cookies,61,19,0,cookies cakes,snacks,0
131,6981,Vanilla Snakaroons,61,19,0,cookies cakes,snacks,0
132,7005,"Muffin Mix, Strawberry Cheesecake",61,19,0,cookies cakes,snacks,0
133,7110,Educational Snacks States & Capitals,61,19,0,cookies cakes,snacks,0
134,7205,Coconut Vanilla Creme Miracle Tart,61,19,0,cookies cakes,snacks,0
135,7291,Savoiardi Lady Finger Cookies,61,19,0,cookies cakes,snacks,0
136,7359,The Complete Cookie Snickerdoodle,61,19,0,cookies cakes,snacks,0
137,7374,HobNobs Biscuits,61,19,0,cookies cakes,snacks,0
138,7409,Salted Caramel Cookies,61,19,0,cookies cakes,snacks,0
139,7421,Belgium Dark Chocolate,61,19,0,cookies cakes,snacks,0
140,7441,The Original Wheat Biscuits,61,19,0,cookies cakes,snacks,0
141,7466,Chips Ahoy Hot Cocoa Cookies,61,19,0,cookies cakes,snacks,0
142,7531,Cookies & Cream Baked Graham Snacks,61,19,0,cookies cakes,snacks,0
143,7658,Soft Baked Chocolate Chip Cookies Gluten Free,61,19,0,cookies cakes,snacks,0
144,7686,Coffee Shop Banana Nut Soft Baked Cookies,61,19,0,cookies cakes,snacks,0
145,7714,Sweet Potato Oatmeal Raisin Smart Cookies,61,19,0,cookies cakes,snacks,0
146,7721,Glazed Cherry Pie,61,19,0,cookies cakes,snacks,0
147,7771,Gluten Free Hazelnut Wafer Bites,61,19,0,cookies cakes,snacks,0
148,7772,Digestives Dark Chocolate,61,19,0,cookies cakes,snacks,0
149,7832,Lemon Shortbread,61,19,0,cookies cakes,snacks,0
150,7846,Powdered Doughnuts,61,19,0,cookies cakes,snacks,0
151,7893,Gluten-Free Lemon Wafers,61,19,0,cookies cakes,snacks,0
152,8011,Gluten Free Sugar Crisp Crunchy Cookies,61,19,0,cookies cakes,snacks,0
153,8072,Donettes Powdered Mini Donuts,61,19,0,cookies cakes,snacks,0
154,8089,Chocolate Chip Brownie Thins,61,19,0,cookies cakes,snacks,0
155,8114,Frosted Sugar Cookies St. Patrick!,61,19,0,cookies cakes,snacks,0
156,8212,English Tea Ginger Lemon Cremes Cookies,61,19,0,cookies cakes,snacks,0
157,8282,Fudge Iced Golden Cake,61,19,0,cookies cakes,snacks,0
158,8320,Organic Einkorn Checkerboard Cookies,61,19,1,cookies cakes,snacks,0
159,8354,Yellow Iced Cookies,61,19,0,cookies cakes,snacks,0
160,8407,Newman-O's Peanut Butter Creme Filled Chocolate Cookies,61,19,0,cookies cakes,snacks,0
161,8413,Soft Baked Cookies Chocolate Chip,61,19,0,cookies cakes,snacks,0
162,8430,Petit Ecolier Extra Dark Chocolate European Biscuits,61,19,0,cookies cakes,snacks,0
163,8497,Classic Cookie Collection,61,19,0,cookies cakes,snacks,0
164,8619,Organic Letter of the Day Very Vanilla Cookies,61,19,1,cookies cakes,snacks,0
165,8662,Fudge & Mint Grasshopper Cookies,61,19,0,cookies cakes,snacks,0
166,8733,KinniKritters Gluten Free Animal Cookies,61,19,0,cookies cakes,snacks,0
167,8742,"Digestive Wheat Biscuits, Milk Chocolate Flavor",61,19,0,cookies cakes,snacks,0
168,8856,Vegan Trail Mix Cookies,61,19,0,cookies cakes,snacks,0
169,8875,Frosted Animal Cookies,61,19,0,cookies cakes,snacks,0
170,8898,Little Bites Chocolate Chip Muffins,61,19,0,cookies cakes,snacks,0
171,9057,100 Calorie Right Bites Chips Deluxe Chocolate Chip Cookies,61,19,0,cookies cakes,snacks,0
172,9130,Honey Graham Snacks,61,19,0,cookies cakes,snacks,0
173,9157,"Macaroons, Choc, Large",61,19,0,cookies cakes,snacks,0
174,9177,"Friends Honey, Chocolate & Chocolate Chip Bunny Grahams Whole Grain Snacks",61,19,0,cookies cakes,snacks,0
175,9179,Ginger Family Cookies,61,19,0,cookies cakes,snacks,0
176,9180,Twinkies Cakes,61,19,0,cookies cakes,snacks,0
177,9278,Oreo Brownie Batter Cookies,61,19,0,cookies cakes,snacks,0
178,9294,Reduced Fat Chocolate Sandwich Cookies,61,19,0,cookies cakes,snacks,0
179,9336,Honey Maid Mini Honey Teddy Grahams,61,19,0,cookies cakes,snacks,0
180,9385,Hazelnut Bite Size Wafer Cookies,61,19,0,cookies cakes,snacks,0
181,9389,Oreo Mini/Nutter Butter Bites/Mini Chips Ahoy! Cookies,61,19,0,cookies cakes,snacks,0
182,9438,Honey Graham Sticks,61,19,0,cookies cakes,snacks,0
183,9445,"Cookie, Sugar",61,19,0,cookies cakes,snacks,0
184,9449,"Honeygrams, gluten-Free, Wheat-Free Graham Style Crackers",61,19,0,cookies cakes,snacks,0
185,9562,Fig Newtons Fruit Chewy Cookies,61,19,0,cookies cakes,snacks,0
186,9702,Bake Shop Nantucket Dark Chocolate Crispy Cookies,61,19,0,cookies cakes,snacks,0
187,9754,Hobnobs,61,19,0,cookies cakes,snacks,0
188,9782,Bagged Cinnamon Mini Donuts,61,19,0,cookies cakes,snacks,0
189,9798,First Class Milk Hazelnut Chocolate Wafers,61,19,0,cookies cakes,snacks,0
190,9822,Dessert Shop Chocolate Brownie Cookies,61,19,0,cookies cakes,snacks,0
191,9855,Cinnamon Streusel Cakes,61,19,0,cookies cakes,snacks,0
192,9884,Mini Chocolate Chip Muffins,61,19,0,cookies cakes,snacks,0
193,10117,Sausalito Milk Chocolate Macadamia Cookies,61,19,0,cookies cakes,snacks,0
194,10196,Soft Baked Sugar Cookies,61,19,0,cookies cakes,snacks,0
195,10269,Triple Chocolate Chip Cookies,61,19,0,cookies cakes,snacks,0
196,10281,Simply Made Chocolate Chip Cookies,61,19,0,cookies cakes,snacks,0
197,10317,Strawberry Wafers,61,19,0,cookies cakes,snacks,0
198,10333,Rice Krispies Treats Original Crispy Marshmallow Squares,61,19,0,cookies cakes,snacks,0
199,10349,Gluten Free Maple Pecan Chocolate Chip Cookies,61,19,0,cookies cakes,snacks,0
200,10350,Cosmic Brownies With Chocolate Chip Candy,61,19,0,cookies cakes,snacks,0
201,10389,Peanut Butter Gauchos Cookies,61,19,0,cookies cakes,snacks,0
202,10520,Swedish Almond Thins,61,19,0,cookies cakes,snacks,0
203,10525,Multipack Nutter Butter,61,19,0,cookies cakes,snacks,0
204,10557,Chocolate Collection Assorted Cookies,61,19,0,cookies cakes,snacks,0
205,10770,Almond Chocolate Quinoa Cookie,61,19,0,cookies cakes,snacks,0
206,10812,Peppermint Oreo,61,19,0,cookies cakes,snacks,0
207,10843,Desiree Assortment of Wafers,61,19,0,cookies cakes,snacks,0
208,10886,"French Twists, Maple French Toast",61,19,0,cookies cakes,snacks,0
209,10941,Chocolate Chunk Brownie,61,19,0,cookies cakes,snacks,0
210,10975,Soft Baked Sanibel Snickerdoodle Cookies,61,19,0,cookies cakes,snacks,0
211,11024,Organic Lemon Pie Coco Roons,61,19,1,cookies cakes,snacks,0
212,11040,Fudge Cremes Sandwich Cookies,61,19,0,cookies cakes,snacks,0
213,11052,Double Stuf Cookie Packs,61,19,0,cookies cakes,snacks,0
214,11173,Barnum's Animals Crackers,61,19,0,cookies cakes,snacks,0
215,11184,Matcha Green Tea Cream Covered Biscuit Sticks,61,19,0,cookies cakes,snacks,0
216,11207,French Mini Madeleines Sponge Cakes,61,19,0,cookies cakes,snacks,0
217,11247,Shortbread Cookies,61,19,0,cookies cakes,snacks,0
218,11281,Double Stuf Oreo Sandwich Cookies,61,19,0,cookies cakes,snacks,0
219,11359,Sensational Strawberry Cheese Danish,61,19,0,cookies cakes,snacks,0
220,11470,Ginger Snaps Cookies,61,19,0,cookies cakes,snacks,0
221,11485,Iced Molasses Cookies,61,19,0,cookies cakes,snacks,0
222,11523,Toffee Almond Biscotti,61,19,0,cookies cakes,snacks,0
223,11556,Quadratini Chocolate Cream Wafers,61,19,0,cookies cakes,snacks,0
224,11639,Chocolate Berry Creme Sandwich Cookies,61,19,0,cookies cakes,snacks,0
225,11747,Dark Chocolate Creme de Pirouline,61,19,0,cookies cakes,snacks,0
226,11750,Lorna Doone Shortbread Cookies,61,19,0,cookies cakes,snacks,0
227,11957,Chocolate Tartlettes,61,19,0,cookies cakes,snacks,0
228,12154,Wheat Free Oatmeal Snackimals,61,19,0,cookies cakes,snacks,0
229,12184,Sugar Free Oats and Chocolate Cookies,61,19,0,cookies cakes,snacks,0
230,12481,Oreo Chocolate Sandwich Cookies,61,19,0,cookies cakes,snacks,0
231,12490,Mini,61,19,0,cookies cakes,snacks,0
232,12607,90 Calorie Cinnamon Coffee Cake Soft-Baked Bars,61,19,0,cookies cakes,snacks,0
233,12646,Caramel Biscuits,61,19,0,cookies cakes,snacks,0
234,12780,Lofhouse Frosted Sugar Cookies - 10 CT,61,19,0,cookies cakes,snacks,0
235,12795,Sno Balls,61,19,0,cookies cakes,snacks,0
236,12811,Milano Dark Chocolate Cookies,61,19,0,cookies cakes,snacks,0
237,12819,Pan di Stelle,61,19,0,cookies cakes,snacks,0
238,12851,Coconut Cookies,61,19,0,cookies cakes,snacks,0
239,12876,Gourmet Ice Cream Sandwiches,61,19,0,cookies cakes,snacks,0
240,12963,Belgian Chocolate Thins,61,19,0,cookies cakes,snacks,0
241,13061,Chocolate Chip Little Muffins,61,19,0,cookies cakes,snacks,0
242,13094,Goji Maca Snakaroons,61,19,0,cookies cakes,snacks,0
243,13121,Oreo Thin Crisps 100 Cal Baked Chocolate Wafer Snack Packs,61,19,0,cookies cakes,snacks,0
244,13228,Sandies Toffee Shortbread Cookies,61,19,0,cookies cakes,snacks,0
245,13253,Gluten Free Chocolate Creme Filled Chocolate Cookies,61,19,0,cookies cakes,snacks,0
246,13255,Family Size Cookie Pack,61,19,0,cookies cakes,snacks,0
247,13367,"Cookies, Cocoa",61,19,0,cookies cakes,snacks,0
248,13436,Chocolate Chip Cookie Chips,61,19,0,cookies cakes,snacks,0
249,13466,Dark Chocolate Fudge Stripe,61,19,0,cookies cakes,snacks,0
250,13615,"Cookies, Family Recipe, Ginger Snap",61,19,0,cookies cakes,snacks,0
251,13666,Lemon Sandwich Creme Cookies,61,19,0,cookies cakes,snacks,0
252,13684,Vanilla Cream Filled Wafers,61,19,0,cookies cakes,snacks,0
253,13729,Sweet & Simple Lemon Cookies,61,19,0,cookies cakes,snacks,0
254,13734,Grandmas Brownie Bc 2.875 Oz,61,19,0,cookies cakes,snacks,0
255,13764,Lemon Butter Cookies,61,19,0,cookies cakes,snacks,0
256,13793,Fig Newmans Strawberry Fig and Strawberry filled Cookies,61,19,0,cookies cakes,snacks,0
257,13934,Lemon Thins,61,19,0,cookies cakes,snacks,0
258,13947,Montanas Chocolate Chip Cookies,61,19,0,cookies cakes,snacks,0
259,13956,Homegrown Mini Oatmeal Cookies Bites,61,19,0,cookies cakes,snacks,0
260,13959,Swiss Fudge Cookies,61,19,0,cookies cakes,snacks,0
261,14057,Gluten Free Chocolate Chip Snack'n Go Packs,61,19,0,cookies cakes,snacks,0
262,14181,Gluten Free Mint Slims Cookies,61,19,0,cookies cakes,snacks,0
263,14321,Gluten Free Chocolate Biscotti,61,19,0,cookies cakes,snacks,0
264,14336,"Brownie Brittle, Mint Chocolate Chip",61,19,0,cookies cakes,snacks,0
265,14390,Oreo Mini Bite Size Chocolate Sandwich Cookies,61,19,0,cookies cakes,snacks,0
266,14414,Sandwich Cookies & Crackers Variety Snack Packs,61,19,0,cookies cakes,snacks,0
267,14525,Pure Butter Shortbread Assorted,61,19,0,cookies cakes,snacks,0
268,14584,Chewy Chocolate Made with Reese's Peanut Butter Cups Cookies,61,19,0,cookies cakes,snacks,0
269,14703,Grande Galette French Butter Cookies,61,19,0,cookies cakes,snacks,0
270,14716,Marble Sandwich Cookies,61,19,0,cookies cakes,snacks,0
271,14758,Lemon Flavored Gluten Free Wafer Bites,61,19,0,cookies cakes,snacks,0
272,14772,"Cookies, Vanilla",61,19,0,cookies cakes,snacks,0
273,14801,Coconut Delight Creme Fudge Oreo,61,19,0,cookies cakes,snacks,0
274,14844,Chocolate Chunk Soft-Baked Cookies,61,19,0,cookies cakes,snacks,0
275,14855,Banana Snakaroons,61,19,0,cookies cakes,snacks,0
276,14867,Honey Bunny Grahams,61,19,0,cookies cakes,snacks,0
277,14869,Tray Cookies Chocolate Chip,61,19,0,cookies cakes,snacks,0
278,14896,Organic Gluten-Free Chocolate Chip Cookies,61,19,1,cookies cakes,snacks,0
279,14961,Ginger Thins,61,19,0,cookies cakes,snacks,0
280,14970,Banana Creme Twinkies,61,19,0,cookies cakes,snacks,0
281,15013,Fig Bars,61,19,0,cookies cakes,snacks,0
282,15069,Crunch Donuts,61,19,0,cookies cakes,snacks,0
283,15174,Raspberry Pim's European Biscuits,61,19,0,cookies cakes,snacks,0
284,15319,"Granola, Clusters, Banana Walnut",61,19,0,cookies cakes,snacks,0
285,15453,Gluten Free Vanilla Creme Cookies,61,19,0,cookies cakes,snacks,0
286,15559,Cocoa & Vanilla Gluten Free Bunny Cookies,61,19,0,cookies cakes,snacks,0
287,15638,Gingerman Sweet and Simple Cookkies,61,19,0,cookies cakes,snacks,0
288,15672,Brownie Bites,61,19,0,cookies cakes,snacks,0
289,15757,Milano Slices Crunchy Almond Cookies,61,19,0,cookies cakes,snacks,0
290,15759,Peanut Butter Sandwich Cookies,61,19,0,cookies cakes,snacks,0
291,15850,Zingers Cakes,61,19,0,cookies cakes,snacks,0
292,15888,Vanilla Wafers Cookies,61,19,0,cookies cakes,snacks,0
293,15911,Animal Cookie Cup On the Go,61,19,0,cookies cakes,snacks,0
294,15916,Amaretti Cookies,61,19,0,cookies cakes,snacks,0
295,15917,Orange Chocolate Beet Smart Cookies,61,19,0,cookies cakes,snacks,0
296,16021,Cinnamon Streusel Coffee Cakes,61,19,0,cookies cakes,snacks,0
297,16053,Boston Creme Pie Milano Melts,61,19,0,cookies cakes,snacks,0
298,16055,Original Hermits Cookies,61,19,0,cookies cakes,snacks,0
299,16067,Special K Moments Dreamy Coconut Indulgent Snack Bites,61,19,0,cookies cakes,snacks,0
300,16143,Chocolate Chunk Cookies,61,19,0,cookies cakes,snacks,0
301,16199,Newman-O's Vanilla Creme Filled Vanilla Cookies,61,19,0,cookies cakes,snacks,0
302,16221,Golden Oreo Sandwich Cookies,61,19,0,cookies cakes,snacks,0
303,16284,Chocolate Wafer,61,19,0,cookies cakes,snacks,0
304,16308,Mostess Mini-Cupcakes,61,19,0,cookies cakes,snacks,0
305,16331,Cream Filled White Fancy Cakes,61,19,0,cookies cakes,snacks,0
306,16348,Chocolate Alphabet Cookies,61,19,0,cookies cakes,snacks,0
307,16413,Simply Made Butter Cookies,61,19,0,cookies cakes,snacks,0
308,16524,Iced Oatmeal Cookies,61,19,0,cookies cakes,snacks,0
309,16550,Variety Cookies,61,19,0,cookies cakes,snacks,0
310,16591,Mini Chips Ahoy! Chocolate Chip Cookies,61,19,0,cookies cakes,snacks,0
311,16622,Blonde Macaroons,61,19,0,cookies cakes,snacks,0
312,16671,Lemon Poppy Seed Breakfast Biscuits,61,19,0,cookies cakes,snacks,0
313,16672,Caramel Galette French Cookies,61,19,0,cookies cakes,snacks,0
314,16690,The Complete Cookie Vegan Pumpkin Spice Cookie,61,19,0,cookies cakes,snacks,0
315,16738,Gripz Chips Deluxe/Cheez-It/Grahams Variety Pack Snacks,61,19,0,cookies cakes,snacks,0
316,17133,Limited Edition Milano Banana Chocolate Cookies,61,19,0,cookies cakes,snacks,0
317,17280,Fudge Covered Crackers,61,19,0,cookies cakes,snacks,0
318,17310,Chocolate Chip Love Cookies,61,19,0,cookies cakes,snacks,0
319,17499,Golden Oreo Sandwich Cookies Mini Bite Size Go-Paks,61,19,0,cookies cakes,snacks,0
320,17558,Teddy Grahams Birthday Cake Graham Snacks,61,19,0,cookies cakes,snacks,0
321,17662,Cherry Fruit Pie,61,19,0,cookies cakes,snacks,0
322,17705,Reese's Chewy Cookies,61,19,0,cookies cakes,snacks,0
323,17793,Anise Chocolate Biscotti,61,19,0,cookies cakes,snacks,0
324,17809,Special K Mini Brownies Blondie,61,19,0,cookies cakes,snacks,0
325,17861,Cinnamon Bunny Grahams Whole Grain Graham Snacks Bunny Grahams,61,19,0,cookies cakes,snacks,0
326,17892,Honey Cake,61,19,0,cookies cakes,snacks,0
327,17968,Gluten Free Lemon Goodness Cookies,61,19,0,cookies cakes,snacks,0
328,17983,Ding Dongs,61,19,0,cookies cakes,snacks,0
329,18051,"Coffee Cake, Cinnamon Walnut",61,19,0,cookies cakes,snacks,0
330,18150,Oatmeal Raisin Cookies,61,19,0,cookies cakes,snacks,0
331,18225,Chocolate Hazelnut Creme De Pirouline,61,19,0,cookies cakes,snacks,0
332,18246,Gluten-Free Butter Shortbread with Agave Syrup,61,19,0,cookies cakes,snacks,0
333,18270,S'mores Flavored Soft Cookies,61,19,0,cookies cakes,snacks,0
